Examiner_ID	Pair_ID	Mating	Latent_Value	Compare_Value	Inconclusive_Reason	Exclusion_Reason	Difficulty
A1258	M158106	Mates	NV	NA	NA	NA	NA
A5309	M158106	Mates	NV	NA	NA	NA	NA
A5318	M158106	Mates	NV	NA	NA	NA	NA
A0383	M158106	Mates	NV	NA	NA	NA	NA
A0421	M158106	Mates	NV	NA	NA	NA	NA
A6490	M158106	Mates	NV	NA	NA	NA	NA
A0043	M158106	Mates	NV	NA	NA	NA	NA
A1044	M158106	Mates	NV	NA	NA	NA	NA
A1053	M158106	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1078	M158106	Mates	NV	NA	NA	NA	NA
A5084	M158106	Mates	NV	NA	NA	NA	NA
A1159	M158106	Mates	NV	NA	NA	NA	NA
A0205	M158106	Mates	NV	NA	NA	NA	NA
A2207	M158106	Mates	NV	NA	NA	NA	NA
A4218	M158106	Mates	NV	NA	NA	NA	NA
A0241	M158106	Mates	NV	NA	NA	NA	NA
A5289	M158106	Mates	NV	NA	NA	NA	NA
A2358	M158106	Mates	NV	NA	NA	NA	NA
A0403	M158106	Mates	NV	NA	NA	NA	NA
A5469	M158106	Mates	NV	NA	NA	NA	NA
A2020	M158092	Mates	NV	NA	NA	NA	NA
A6051	M158092	Mates	NV	NA	NA	NA	NA
A0059	M158092	Mates	NV	NA	NA	NA	NA
A3073	M158092	Mates	NV	NA	NA	NA	NA
A6141	M158092	Mates	NV	NA	NA	NA	NA
A3208	M158092	Mates	NV	NA	NA	NA	NA
A4227	M158092	Mates	NV	NA	NA	NA	NA
A4308	M158092	Mates	NV	NA	NA	NA	NA
A6355	M158092	Mates	NV	NA	NA	NA	NA
A0356	M158092	Mates	NV	NA	NA	NA	NA
A4378	M158092	Mates	NV	NA	NA	NA	NA
A1393	M158092	Mates	NV	NA	NA	NA	NA
A1422	M158092	Mates	NV	NA	NA	NA	NA
A2466	M158092	Mates	VEO	Inconclusive	Close	NA	B_Easy
A0473	M158092	Mates	NV	NA	NA	NA	NA
A3494	M158092	Mates	NV	NA	NA	NA	NA
A5014	M178169	Mates	NV	NA	NA	NA	NA
A3046	M178169	Mates	NV	NA	NA	NA	NA
A6157	M178169	Mates	NV	NA	NA	NA	NA
A5311	M178169	Mates	NV	NA	NA	NA	NA
A5354	M178169	Mates	NV	NA	NA	NA	NA
A2367	M178169	Mates	NV	NA	NA	NA	NA
A1375	M178169	Mates	NV	NA	NA	NA	NA
A6409	M178169	Mates	NV	NA	NA	NA	NA
A4416	M178169	Mates	NV	NA	NA	NA	NA
A0419	M178169	Mates	NV	NA	NA	NA	NA
A1447	M178169	Mates	NV	NA	NA	NA	NA
A4461	M178169	Mates	NV	NA	NA	NA	NA
A0491	M178169	Mates	NV	NA	NA	NA	NA
A2002	M178168	Mates	NV	NA	NA	NA	NA
A2036	M178168	Mates	NV	NA	NA	NA	NA
A5041	M178168	Mates	NV	NA	NA	NA	NA
A1071	M178168	Mates	NV	NA	NA	NA	NA
A2090	M178168	Mates	NV	NA	NA	NA	NA
A3118	M178168	Mates	NV	NA	NA	NA	NA
A5122	M178168	Mates	NV	NA	NA	NA	NA
A0124	M178168	Mates	NV	NA	NA	NA	NA
A5131	M178168	Mates	NV	NA	NA	NA	NA
A3145	M178168	Mates	NV	NA	NA	NA	NA
A5221	M178168	Mates	NV	NA	NA	NA	NA
A1233	M178168	Mates	NV	NA	NA	NA	NA
A2243	M178168	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2268	M178168	Mates	NV	NA	NA	NA	NA
A6303	M178168	Mates	NV	NA	NA	NA	NA
A3485	M178168	Mates	NV	NA	NA	NA	NA
A4056	M204210	Mates	VID	Individualization	NA	NA	D_Difficult
A3102	M204210	Mates	VID	Individualization	NA	NA	D_Difficult
A5104	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A5174	M204210	Mates	VID	Individualization	NA	NA	D_Difficult
A0194	M204210	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A1258	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A5309	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A1332	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A4443	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A5480	M204210	Mates	VID	Individualization	NA	NA	B_Easy
A6490	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A0007	M204210	Mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A3046	M204210	Mates	VID	Individualization	NA	NA	B_Easy
A2088	M204210	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A2101	M204210	Mates	VID	Individualization	NA	NA	B_Easy
A5113	M204210	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A6157	M204210	Mates	VEO	Inconclusive	Overlap	NA	E_VeryDifficult
A4182	M204210	Mates	VID	Individualization	NA	NA	D_Difficult
A0185	M204210	Mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A3226	M204210	Mates	VID	Individualization	NA	NA	E_VeryDifficult
A0293	M204210	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A5311	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A6312	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A5354	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A2367	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A3370	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A1375	M204210	Mates	VID	Individualization	NA	NA	D_Difficult
A2394	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A1413	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A0419	M204210	Mates	VID	Individualization	NA	NA	D_Difficult
A4461	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A0491	M204210	Mates	VID	Individualization	NA	NA	C_Medium
A1008	M206192	Mates	NV	NA	NA	NA	NA
A3019	M206192	Mates	NV	NA	NA	NA	NA
A0043	M206192	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A5084	M206192	Mates	NV	NA	NA	NA	NA
A6114	M206192	Mates	NV	NA	NA	NA	NA
A1143	M206192	Mates	VEO	Inconclusive	Close	NA	C_Medium
A1159	M206192	Mates	NV	NA	NA	NA	NA
A4164	M206192	Mates	NV	NA	NA	NA	NA
A3179	M206192	Mates	NV	NA	NA	NA	NA
A4198	M206192	Mates	NV	NA	NA	NA	NA
A5219	M206192	Mates	NV	NA	NA	NA	NA
A1224	M206192	Mates	NV	NA	NA	NA	NA
A4281	M206192	Mates	NV	NA	NA	NA	NA
A5289	M206192	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4362	M206192	Mates	NV	NA	NA	NA	NA
A1404	M206192	Mates	NV	NA	NA	NA	NA
A3406	M206192	Mates	NV	NA	NA	NA	NA
A6411	M206192	Mates	NV	NA	NA	NA	NA
A3460	M206192	Mates	NV	NA	NA	NA	NA
A3476	M206192	Mates	NV	NA	NA	NA	NA
A3055	M206207	Mates	NV	NA	NA	NA	NA
A0061	M206207	Mates	NV	NA	NA	NA	NA
A3127	M206207	Mates	NV	NA	NA	NA	NA
A0151	M206207	Mates	NV	NA	NA	NA	NA
A3172	M206207	Mates	NV	NA	NA	NA	NA
A4236	M206207	Mates	NV	NA	NA	NA	NA
A5318	M206207	Mates	NV	NA	NA	NA	NA
A6006	M206207	Mates	NV	NA	NA	NA	NA
A2020	M206207	Mates	NV	NA	NA	NA	NA
A3021	M206207	Mates	NV	NA	NA	NA	NA
A4029	M206207	Mates	NV	NA	NA	NA	NA
A0115	M206207	Mates	NV	NA	NA	NA	NA
A6141	M206207	Mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2178	M206207	Mates	NV	NA	NA	NA	NA
A5212	M206207	Mates	NV	NA	NA	NA	NA
A0232	M206207	Mates	VEO	Inconclusive	Overlap	NA	B_Easy
A4263	M206207	Mates	NV	NA	NA	NA	NA
A6328	M206207	Mates	NV	NA	NA	NA	NA
A6355	M206207	Mates	NV	NA	NA	NA	NA
A0356	M206207	Mates	NV	NA	NA	NA	NA
A5363	M206207	Mates	NV	NA	NA	NA	NA
A4378	M206207	Mates	NV	NA	NA	NA	NA
A4387	M206207	Mates	NV	NA	NA	NA	NA
A1440	M206207	Mates	NV	NA	NA	NA	NA
A2466	M206207	Mates	VEO	Inconclusive	Close	NA	C_Medium
A5478	M206207	Mates	NV	NA	NA	NA	NA
A3494	M206207	Mates	NV	NA	NA	NA	NA
A0007	M177169	Mates	NV	NA	NA	NA	NA
A1044	M177169	Mates	NV	NA	NA	NA	NA
A1053	M177169	Mates	NV	NA	NA	NA	NA
A4065	M177169	Mates	NV	NA	NA	NA	NA
A1078	M177169	Mates	NV	NA	NA	NA	NA
A2088	M177169	Mates	NV	NA	NA	NA	NA
A2101	M177169	Mates	NV	NA	NA	NA	NA
A5113	M177169	Mates	NV	NA	NA	NA	NA
A2126	M177169	Mates	NV	NA	NA	NA	NA
A4182	M177169	Mates	NV	NA	NA	NA	NA
A0185	M177169	Mates	NV	NA	NA	NA	NA
A2216	M177169	Mates	NV	NA	NA	NA	NA
A3226	M177169	Mates	NV	NA	NA	NA	NA
A0293	M177169	Mates	NV	NA	NA	NA	NA
A6312	M177169	Mates	NV	NA	NA	NA	NA
A3370	M177169	Mates	NV	NA	NA	NA	NA
A2394	M177169	Mates	NV	NA	NA	NA	NA
A1413	M177169	Mates	NV	NA	NA	NA	NA
A1125	N076034	Non-mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A0151	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0194	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0284	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2295	N076034	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A4317	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5318	N076034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2342	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5410	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4443	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2450	N076034	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A0007	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1008	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5014	N076034	Non-mates	VID	Inconclusive	Close	NA	C_Medium
A1044	N076034	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A5084	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5113	N076034	Non-mates	VID	Exclusion	NA	Minutiae	E_VeryDifficult
A2126	N076034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1159	N076034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0185	N076034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2207	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2216	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5289	N076034	Non-mates	VID	Exclusion	NA	Minutiae	E_VeryDifficult
A5354	N076034	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A6409	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6411	N076034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1413	N076034	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A0061	N077034	Non-mates	VEO	Exclusion	NA	Minutiae	D_Difficult
A4128	N077034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4236	N077034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1314	N077034	Non-mates	NV	NA	NA	NA	NA
A1341	N077034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2342	N077034	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A4443	N077034	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5057	N077034	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A3118	N077034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5122	N077034	Non-mates	NV	NA	NA	NA	NA
A6229	N077034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A0232	N077034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2259	N077034	Non-mates	NV	NA	NA	NA	NA
A4308	N077034	Non-mates	NV	NA	NA	NA	NA
A5363	N077034	Non-mates	VID	Inconclusive	Close	NA	C_Medium
A4378	N077034	Non-mates	VEO	Inconclusive	Overlap	NA	E_VeryDifficult
A4387	N077034	Non-mates	VID	Inconclusive	Close	NA	C_Medium
A1393	N077034	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A4396	N077034	Non-mates	VEO	Inconclusive	Close	NA	C_Medium
A3485	N077034	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A2079	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3102	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5104	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0151	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3415	N078034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2450	N078034	Non-mates	VEO	Exclusion	NA	Minutiae	C_Medium
A5480	N078034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2088	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2101	N078034	Non-mates	NV	NA	NA	NA	NA
A6114	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4121	N078034	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3179	N078034	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A4198	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1224	N078034	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A3226	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4362	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2394	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4416	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1447	N078034	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5469	N078034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A6488	N078034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0491	N078034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3102	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3127	N079034	Non-mates	VID	Exclusion	NA	Pattern	C_Medium
A3172	N079034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5309	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1350	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2450	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3458	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6006	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2020	N079034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1035	N079034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0059	N079034	Non-mates	VID	Inconclusive	Close	NA	D_Difficult
A0115	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0124	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1161	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3208	N079034	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A5212	N079034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1233	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4263	N079034	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A6303	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2351	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6364	N079034	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A1440	N079034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5453	N079034	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A6463	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2466	N079034	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3102	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A4128	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A5309	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A1314	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A1341	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A2342	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A0437	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A3019	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A0043	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A3046	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A1143	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A4164	N110086	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A4182	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A0205	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A0241	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A6247	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A0293	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A6312	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A2358	N110086	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A3406	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A0419	N110086	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3460	N110086	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4461	N110086	Non-mates	VID	Exclusion	NA	Pattern	A_Obvious
A0061	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2079	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3102	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5174	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1323	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6389	N159108	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A5480	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2009	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3021	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A4029	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2036	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5041	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2063	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3073	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2090	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1107	N159108	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A2178	N159108	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5221	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2243	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2268	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A6328	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1339	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0356	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0473	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5478	N159108	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3091	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3102	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0194	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1258	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1332	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1350	N120133	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A6389	N120133	Non-mates	VID	Exclusion	NA	Pattern	C_Medium
A5410	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5417	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1053	N120133	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A4065	N120133	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1078	N120133	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A6157	N120133	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A4218	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5219	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4281	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5311	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2367	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3370	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1375	N120133	Non-mates	VID	Inconclusive	Insufficient	NA	D_Difficult
A0403	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1404	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3476	N120133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3127	N121133	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A1258	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0284	N121133	Non-mates	VEO	Inconclusive	Insufficient	NA	D_Difficult
A5309	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1314	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1341	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0437	N121133	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A4443	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2450	N121133	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A3458	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4459	N121133	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5480	N121133	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2002	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6051	N121133	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1071	N121133	Non-mates	NV	NA	NA	NA	NA
A4099	N121133	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5131	N121133	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A4137	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6141	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3145	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5147	N121133	Non-mates	VEO	Inconclusive	Insufficient	NA	C_Medium
A6166	N121133	Non-mates	VID	Exclusion	NA	Minutiae	A_Obvious
A1177	N121133	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A4227	N121133	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A6355	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1422	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3494	N121133	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0061	N128130	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2079	N128130	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A5309	N128130	Non-mates	VID	Inconclusive	Close	NA	C_Medium
A1341	N128130	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0383	N128130	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A3415	N128130	Non-mates	VEO	Inconclusive	Overlap	NA	D_Difficult
A0421	N128130	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3458	N128130	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A0007	N128130	Non-mates	VID	Inconclusive	Overlap	NA	E_VeryDifficult
A1008	N128130	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5014	N128130	Non-mates	VEO	Exclusion	NA	Minutiae	B_Easy
A1044	N128130	Non-mates	VID	Inconclusive	Overlap	NA	E_VeryDifficult
A5084	N128130	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A5113	N128130	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A2126	N128130	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A1159	N128130	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0185	N128130	Non-mates	VEO	Inconclusive	Overlap	NA	C_Medium
A2207	N128130	Non-mates	VEO	Exclusion	NA	Pattern	B_Easy
A2216	N128130	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A5289	N128130	Non-mates	VID	Exclusion	NA	Pattern	B_Easy
A5354	N128130	Non-mates	VID	Inconclusive	Overlap	NA	D_Difficult
A6409	N128130	Non-mates	VID	Inconclusive	Close	NA	C_Medium
A6411	N128130	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1413	N128130	Non-mates	VID	Inconclusive	Overlap	NA	B_Easy
A2079	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3091	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A0151	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0176	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1258	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2295	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A4317	N129150	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A1332	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5057	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3118	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A5122	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A6229	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0232	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A2259	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4308	N129150	Non-mates	VID	Inconclusive	Overlap	NA	C_Medium
A5363	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4378	N129150	Non-mates	VID	Exclusion	NA	Pattern	C_Medium
A4387	N129150	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A1393	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4396	N129150	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3485	N129150	Non-mates	VID	Exclusion	NA	Minutiae	D_Difficult
A2079	N131149	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A3091	N131149	Non-mates	VID	Exclusion	NA	Minutiae	B_Easy
A3102	N131149	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A0194	N131149	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A4236	N131149	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A2295	N131149	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
A1314	N131149	Non-mates	VID	Exclusion	NA	Minutiae	C_Medium
